"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Status"
"5529231",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5529231.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",4,,,,,
"5529231",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5529231_01.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",5,,,,,
"5529231",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5529231_mac_01.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",6,,,,,
"5529231",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5529231_mac_02.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",7,,,,,
"5529231",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5529231_mac_03.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",8,,,,,
"5529231",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5529231.jpg?optimize=high&fit=bounds&height=&width=&canvas=:",9,,,,,
"2404973","Lyon Oak Wood Sideboard","The subtly sculpted plinth base of the Lyon sideboard complements its carved sides, contributing to the rustic style of this significant piece. Four glass panelled doors open to reveal a shelf, perfect for storage and display purposes. Juxtaposing the golden wood is a pair of intricately carved handles, made from black metal. This wooden sideboard will complement most decor settings.","",,"","Abstract","TRUE",,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973.jpg?optimize=high&fit=bounds&height=700&width=700&canvas=700:700",,,,,,"active"
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_mac_03.jpg?optimize=high&fit=bounds&height=700&width=700&canvas=700:700",2,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_01.jpg?optimize=high&fit=bounds&height=700&width=700&canvas=700:700",3,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",4,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_01.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",5,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_fcn_01.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",6,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_fcn_02.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",7,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_mac_01.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",8,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_mac_02.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",9,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973_mac_03.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",10,,,,,
"2404973",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/2/4/2404973.jpg?optimize=high&fit=bounds&height=&width=&canvas=:",11,,,,,
"5528691","Lyon Rattan and Oak Wood Two Drawer Chest","The Lyon two drawer chest evokes a nostalgic charm with its warm oak wood structure and rattan drawer fronts. The chest has a mid century modern style that pairs well with boho chic, retro and scandi interiors. It has a clean structure with two drawers, each with a rattan front. It is  great for keeping home items organised while adding style to the space.","",,"","Abstract","TRUE",,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_-_web_size.jpg?optimize=high&fit=bounds&height=700&width=700&canvas=700:700",,,,,,"active"
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_mac_05_-_web_size_1.jpg?optimize=high&fit=bounds&height=700&width=700&canvas=700:700",2,,,,,
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_01_-_web_size_1.jpg?optimize=high&fit=bounds&height=700&width=700&canvas=700:700",3,,,,,
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_-_web_size.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",4,,,,,
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_01_-_web_size_1.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",5,,,,,
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_liv_01.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",6,,,,,
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_02_-_web_size_1.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",7,,,,,
"5528691",,,,,,,,,,,,,,"https://cdn.premierhousewares.com/media/catalog/product/5/5/5528691_liv_04.jpg?optimize=high&fit=bounds&height=90&width=90&canvas=90:90",8,,,,,
